-70.0000,-50.0000,86.0233
-66.5306,-50.0000,83.2245
-63.0612,-50.0000,80.4781
-59.5918,-50.0000,77.7894
-56.1224,-50.0000,75.1647
-52.6531,-50.0000,72.6109
-49.1837,-50.0000,70.1358
-45.7143,-50.0000,67.7480
-42.2449,-50.0000,65.4571
-38.7755,-50.0000,63.2735
-35.3061,-50.0000,61.2088
-31.8367,-50.0000,59.2754
-28.3673,-50.0000,57.4866
-24.8980,-50.0000,55.8561
-21.4286,-50.0000,54.3984
-17.9592,-50.0000,53.1275
-14.4898,-50.0000,52.0572
-11.0204,-50.0000,51.2001
-7.5510,-50.0000,50.5670
-4.0816,-50.0000,50.1663
-0.6122,-50.0000,50.0037
2.8571,-50.0000,50.0816
6.3265,-50.0000,50.3987
9.7959,-50.0000,50.9506
13.2653,-50.0000,51.7298
16.7347,-50.0000,52.7262
20.2041,-50.0000,53.9278
23.6735,-50.0000,55.3212
27.1429,-50.0000,56.8923
30.6122,-50.0000,58.6269
34.0816,-50.0000,60.5108
37.5510,-50.0000,62.5306
41.0204,-50.0000,64.6736
44.4898,-50.0000,66.9279
47.9592,-50.0000,69.2826
51.4286,-50.0000,71.7279
54.8980,-50.0000,74.2549
58.3673,-50.0000,76.8554
61.8367,-50.0000,79.5222
65.3061,-50.0000,82.2489
68.7755,-50.0000,85.0298
72.2449,-50.0000,87.8597
75.7143,-50.0000,90.7340
79.1837,-50.0000,93.6486
82.6531,-50.0000,96.5998
86.1224,-50.0000,99.5845
89.5918,-50.0000,102.5997
93.0612,-50.0000,105.6428
96.5306,-50.0000,108.7114
100.0000,-50.0000,111.8034
-70.0000,-46.9388,84.2808
-66.5306,-46.9388,81.4222
-63.0612,-46.9388,78.6128
-59.5918,-46.9388,75.8580
-56.1224,-46.9388,73.1640
-52.6531,-46.9388,70.5379
-49.1837,-46.9388,67.9874
-45.7143,-46.9388,65.5213
-42.2449,-46.9388,63.1497
-38.7755,-46.9388,60.8834
-35.3061,-46.9388,58.7348
-31.8367,-46.9388,56.7171
-28.3673,-46.9388,54.8448
-24.8980,-46.9388,53.1334
-21.4286,-46.9388,51.5988
-17.9592,-46.9388,50.2571
-14.4898,-46.9388,49.1244
-11.0204,-46.9388,48.2151
-7.5510,-46.9388,47.5423
-4.0816,-46.9388,47.1159
-0.6122,-46.9388,46.9428
2.8571,-46.9388,47.0257
6.3265,-46.9388,47.3632
9.7959,-46.9388,47.9501
13.2653,-46.9388,48.7772
16.7347,-46.9388,49.8327
20.2041,-46.9388,51.1024
23.6735,-46.9388,52.5707
27.1429,-46.9388,54.2216
30.6122,-46.9388,56.0389
34.0816,-46.9388,58.0070
37.5510,-46.9388,60.1110
41.0204,-46.9388,62.3372
44.4898,-46.9388,64.6730
47.9592,-46.9388,67.1069
51.4286,-46.9388,69.6286
54.8980,-46.9388,72.2290
58.3673,-46.9388,74.8999
61.8367,-46.9388,77.6340
65.3061,-46.9388,80.4247
68.7755,-46.9388,83.2666
72.2449,-46.9388,86.1544
75.7143,-46.9388,89.0837
79.1837,-46.9388,92.0505
82.6531,-46.9388,95.0514
86.1224,-46.9388,98.0833
89.5918,-46.9388,101.1432
93.0612,-46.9388,104.2288
96.5306,-46.9388,107.3378
100.0000,-46.9388,110.4683
-70.0000,-43.8776,82.6150
-66.5306,-43.8776,79.6967
-63.0612,-43.8776,76.8242
-59.5918,-43.8776,74.0029
-56.1224,-43.8776,71.2388
-52.6531,-43.8776,68.5389
-49.1837,-43.8776,65.9111
-45.7143,-43.8776,63.3643
-42.2449,-43.8776,60.9087
-38.7755,-43.8776,58.5558
-35.3061,-43.8776,56.3184
-31.8367,-43.8776,54.2109
-28.3673,-43.8776,52.2489
-24.8980,-43.8776,50.4495
-21.4286,-43.8776,48.8306
-17.9592,-43.8776,47.4107
-14.4898,-43.8776,46.2082
-11.0204,-43.8776,45.2403
-7.5510,-43.8776,44.5225
-4.0816,-43.8776,44.0670
-0.6122,-43.8776,43.8818
2.8571,-43.8776,43.9705
6.3265,-43.8776,44.3313
9.7959,-43.8776,44.9578
13.2653,-43.8776,45.8389
16.7347,-43.8776,46.9605
20.2041,-43.8776,48.3057
23.6735,-43.8776,49.8565
27.1429,-43.8776,51.5943
30.6122,-43.8776,53.5009
34.0816,-43.8776,55.5590
37.5510,-43.8776,57.7522
41.0204,-43.8776,60.0659
44.4898,-43.8776,62.4866
47.9592,-43.8776,65.0025
51.4286,-43.8776,67.6028
54.8980,-43.8776,70.2782
58.3673,-43.8776,73.0205
61.8367,-43.8776,75.8223
65.3061,-43.8776,78.6774
68.7755,-43.8776,81.5801
72.2449,-43.8776,84.5255
75.7143,-43.8776,87.5094
79.1837,-43.8776,90.5279
82.6531,-43.8776,93.5776
86.1224,-43.8776,96.6557
89.5918,-43.8776,99.7594
93.0612,-43.8776,102.8865
96.5306,-43.8776,106.0349
100.0000,-43.8776,109.2027
-70.0000,-40.8163,81.0307
-66.5306,-40.8163,78.0532
-63.0612,-40.8163,75.1178
-59.5918,-40.8163,72.2299
-56.1224,-40.8163,69.3953
-52.6531,-40.8163,66.6207
-49.1837,-40.8163,63.9141
-45.7143,-40.8163,61.2843
-42.2449,-40.8163,58.7418
-38.7755,-40.8163,56.2984
-35.3061,-40.8163,53.9675
-31.8367,-40.8163,51.7644
-28.3673,-40.8163,49.7059
-24.8980,-40.8163,47.8109
-21.4286,-40.8163,46.0994
-17.9592,-40.8163,44.5927
-14.4898,-40.8163,43.3120
-11.0204,-40.8163,42.2779
-7.5510,-40.8163,41.5089
-4.0816,-40.8163,41.0199
-0.6122,-40.8163,40.8209
2.8571,-40.8163,40.9162
6.3265,-40.8163,41.3037
9.7959,-40.8163,41.9754
13.2653,-40.8163,42.9178
16.7347,-40.8163,44.1137
20.2041,-40.8163,45.5431
23.6735,-40.8163,47.1848
27.1429,-40.8163,49.0174
30.6122,-40.8163,51.0204
34.0816,-40.8163,53.1745
37.5510,-40.8163,55.4622
41.0204,-40.8163,57.8675
44.4898,-40.8163,60.3764
47.9592,-40.8163,62.9766
51.4286,-40.8163,65.6572
54.8980,-40.8163,68.4088
58.3673,-40.8163,71.2230
61.8367,-40.8163,74.0929
65.3061,-40.8163,77.0121
68.7755,-40.8163,79.9753
72.2449,-40.8163,82.9777
75.7143,-40.8163,86.0153
79.1837,-40.8163,89.0844
82.6531,-40.8163,92.1819
86.1224,-40.8163,95.3050
89.5918,-40.8163,98.4514
93.0612,-40.8163,101.6187
96.5306,-40.8163,104.8052
100.0000,-40.8163,108.0091
-70.0000,-37.7551,79.5327
-66.5306,-37.7551,76.4969
-63.0612,-37.7551,73.4994
-59.5918,-37.7551,70.5453
-56.1224,-37.7551,67.6401
-52.6531,-37.7551,64.7904
-49.1837,-37.7551,62.0039
-45.7143,-37.7551,59.2895
-42.2449,-37.7551,56.6576
-38.7755,-37.7551,54.1201
-35.3061,-37.7551,51.6911
-31.8367,-37.7551,49.3865
-28.3673,-37.7551,47.2245
-24.8980,-37.7551,45.2256
-21.4286,-37.7551,43.4123
-17.9592,-37.7551,41.8089
-14.4898,-37.7551,40.4401
-11.0204,-37.7551,39.3306
-7.5510,-37.7551,38.5028
-4.0816,-37.7551,37.9751
-0.6122,-37.7551,37.7601
2.8571,-37.7551,37.8631
6.3265,-37.7551,38.2815
9.7959,-37.7551,39.0052
13.2653,-37.7551,40.0177
16.7347,-37.7551,41.2977
20.2041,-37.7551,42.8212
23.6735,-37.7551,44.5632
27.1429,-37.7551,46.4993
30.6122,-37.7551,48.6061
34.0816,-37.7551,50.8626
37.5510,-37.7551,53.2497
41.0204,-37.7551,55.7505
44.4898,-37.7551,58.3506
47.9592,-37.7551,61.0371
51.4286,-37.7551,63.7993
54.8980,-37.7551,66.6276
58.3673,-37.7551,69.5140
61.8367,-37.7551,72.4516
65.3061,-37.7551,75.4343
68.7755,-37.7551,78.4571
72.2449,-37.7551,81.5155
75.7143,-37.7551,84.6056
79.1837,-37.7551,87.7240
82.6531,-37.7551,90.8679
86.1224,-37.7551,94.0347
